source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000349,151.180.228.29.50890,133.20.83.232.23,79751606,8,8,0,0,0,0,0,7.755303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000350,14.30.102.154.49372,203.172.128.134.22,79751606,22,11,11,0,1452,1672,3124,2.996117,13,0,976,-704,0,0,272,0,-848,0,16,0,52,0,-52,84,0,-68,52,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000351,120.84.229.163.20951,150.129.7.132.443,79751606,275,275,0,0,0,0,0,8.083125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000352,133.11.98.68.53254,210.50.254.172.443,79751606,6449,0,6449,0,0,30776041,30776041,8.033418,1,-1380,-2760,-1380,-3473,-525,-1489,-4140,-2760,-3490,-8280,-1380,-5520,-4140,-1380,-1380,-5520,-4140,-1380,-6900,-2760
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000353,126.31.38.84.8643,157.82.214.28.103,79751606,13,13,0,0,208,0,208,7.653954,1,36,16,4,48,0,0,4,32,16,4,48,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000354,101.181.106.84.51559,101.181.106.50.179,79751606,8,4,4,0,0,299,299,1.766716,8,-78,0,-74,0,-74,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000355,120.84.230.3.2232,150.129.7.132.443,79751606,266,266,0,0,0,0,0,8.099969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000356,120.84.231.111.5324,150.129.7.132.443,79751606,278,278,0,0,0,0,0,8.118313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000357,101.181.106.84.53706,101.181.106.48.179,79751606,10,5,5,0,0,318,318,1.766245,10,-78,0,-74,0,-74,0,-19,0,-73,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000358,120.84.230.136.8345,150.129.7.132.443,79751606,231,231,0,0,0,0,0,8.092753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000359,133.20.166.216.56817,153.92.183.217.80,79751606,6,6,0,0,899,0,899,0.128886,1,0,0,192,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000360,157.82.138.219.62279,34.196.230.251.443,79751606,9,9,0,0,643,0,643,0.622088,1,0,0,517,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000361,120.84.234.93.9749,150.129.7.132.443,79751606,359,359,0,0,0,0,0,7.917939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000362,120.85.54.28.38723,150.129.7.132.443,79751606,159,159,0,0,0,0,0,6.032194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000363,120.84.229.178.10462,150.129.7.132.443,79751606,240,240,0,0,0,0,0,8.051695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000364,36.21.202.10.5287,150.129.206.41.55001,79751606,7,7,0,0,225,0,225,0.480598,1,0,0,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000365,157.82.188.246.38970,3.225.123.254.443,79751606,415,415,0,0,1257015,0,1257015,3.701482,1,0,52,61,2155,1482,1669,675,1448,2896,5792,2896,2896,5792,5792,1448,1448,0,5792,0,4344
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000366,131.105.122.197.36214,69.60.73.164.443,79751606,11,11,0,0,1054,0,1054,2.199843,1,0,517,0,0,64,449,24,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000367,203.172.128.175.51766,15.221.9.62.443,79751606,11,5,6,0,0,362,362,0.184645,5,0,0,-51,-208,-72,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000368,202.96.58.221.15267,13.139.246.136.443,79751606,6,3,3,0,0,1957,1957,0.109102,4,-1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000369,203.172.135.235.12589,20.251.4.32.443,79751606,11,6,5,0,1909,1935,3844,0.243412,5,-51,412,1466,0,-1460,-424,0,0,31,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000370,157.82.85.218.65472,52.250.78.4.443,79751606,371,371,0,0,14713,0,14713,6.478628,1,495,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,495,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000371,223.122.189.41.37094,150.129.7.132.443,79751606,72,72,0,0,0,0,0,7.664033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000372,157.82.4.249.51586,52.50.15.104.443,79751606,9,9,0,0,6866,0,6866,7.862611,1,1448,1448,2146,0,456,456,456,0,456,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000373,126.105.14.99.11874,133.11.117.104.10022,79751606,15,15,0,0,2516,0,2516,8.000353,1,0,0,0,0,0,0,2516,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000374,120.84.229.60.25311,150.129.7.132.443,79751606,230,230,0,0,0,0,0,8.120982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000375,157.82.4.255.17644,54.35.138.220.443,79751606,14,14,0,0,13670,0,13670,7.714872,1,0,1448,1448,302,1448,1448,287,0,2896,299,970,1448,1448,228,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000376,202.96.58.154.49687,23.47.65.108.443,79751606,11,0,11,0,0,49213,49213,0.225407,1,-4146,-1766,-5528,-4522,-7398,-4293,-9931,-2764,-949,-4930,-2986,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000377,120.84.229.193.25462,150.129.7.132.443,79751606,247,247,0,0,0,0,0,8.113982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000378,120.84.230.110.8719,150.129.7.132.443,79751606,304,304,0,0,0,0,0,8.092037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000379,131.105.63.199.49780,151.69.112.244.443,79751606,9,0,9,0,0,0,0,8.042077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000380,131.105.63.199.49781,151.69.112.244.443,79751606,9,0,9,0,0,0,0,8.042243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000381,157.82.4.211.24908,51.222.13.193.443,79751606,17,10,7,0,108,279,387,6.290973,15,32,-25,0,-51,0,44,-25,0,-51,0,-51,0,32,-51,0,-25,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000382,157.82.133.50.60385,210.50.254.184.443,79751606,4002,0,4002,0,0,22811328,22811328,8.110126,1,-5840,-8760,-4380,-1460,-10220,-10220,-4380,-4380,-2920,-1460,-7300,-1460,-4380,-2920,-5840,-2920,-1460,-1460,-13140,-7300
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000383,157.82.64.213.60881,141.110.218.248.443,79751606,47,19,28,0,8349,4790,13139,7.233304,23,0,-48,-748,0,0,-31,0,0,0,-48,-917,0,-31,0,0,0,-48,-917,0,-31
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000384,120.84.230.230.5791,150.129.7.132.443,79751606,230,230,0,0,0,0,0,8.047002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000385,202.96.58.221.8003,54.29.151.45.443,79751606,724,326,398,0,49099,1451351,1500450,8.108351,300,480,-2920,-980,-38,0,0,101,1952,0,-12453,-2920,-2920,-2428,-4134,-4380,-5840,-2115,-5840,-2390,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000386,223.122.189.11.41174,150.129.7.132.443,79751606,116,116,0,0,0,0,0,6.162725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000387,130.190.157.162.44684,52.249.27.56.443,79751606,20,20,0,0,19204,0,19204,7.327525,1,2724,8172,4221,0,0,0,0,921,0,87,921,87,905,0,87,905,0,0,87,87
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000388,120.84.230.116.6063,150.129.7.132.443,79751606,303,303,0,0,0,0,0,7.976017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000389,185.0.67.79.3589,203.172.143.195.3389,79751606,14,9,5,0,1242,382,1624,2.839795,9,318,-51,0,86,-300,734,0,-31,0,66,0,38,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000390,126.211.216.14.62335,131.104.112.145.80,79751606,7,7,0,0,0,0,0,7.438117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000391,120.84.234.94.2631,150.129.7.132.443,79751606,346,346,0,0,0,0,0,8.114968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000392,160.161.244.97.55807,163.208.22.209.443,79751606,259,0,259,0,0,22997,22997,8.11202,1,-188,-131,-102,-94,-93,-93,-96,-104,-127,-99,-86,-86,-342,0,-197,-126,-514,0,-153,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000393,120.84.230.156.9461,150.129.7.132.443,79751606,278,278,0,0,0,0,0,8.113038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000394,157.82.71.118.55280,170.82.251.212.443,79751606,14,14,0,0,2603,0,2603,1.214577,1,0,0,517,0,0,126,0,183,0,775,0,212,790,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000395,139.155.69.221.61668,157.82.125.49.3389,79751606,7,7,0,0,1293,0,1293,2.464586,1,205,0,326,0,85,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000396,130.190.157.162.41866,52.249.27.56.443,79751606,24,24,0,0,20141,0,20141,5.863259,1,1361,2722,5444,2722,1361,1361,130,0,0,0,0,921,921,0,0,87,921,0,87,921
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000397,120.84.230.229.4794,150.129.7.132.443,79751606,270,270,0,0,0,0,0,8.099872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000398,163.209.227.11.62460,150.33.133.43.443,79751606,19,0,19,0,0,1316,1316,6.522624,1,-69,-69,-109,0,-95,-69,-69,-69,-69,-69,-69,-69,-69,-73,-73,-69,-69,-69,-69,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000399,74.232.82.30.36240,203.172.128.235.22,79751606,22,12,10,0,1266,1620,2886,1.373484,17,22,0,0,-1080,976,0,0,48,0,-436,0,16,0,52,0,-52,100,-52,52,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000400,157.82.236.203.63007,3.2.122.110.443,79751606,2416,2416,0,0,2088,0,2088,7.996962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000401,120.84.229.53.22373,150.129.7.132.443,79751606,321,321,0,0,0,0,0,8.083585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000402,120.84.234.85.17412,150.129.7.132.443,79751606,260,260,0,0,0,0,0,8.106739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000403,223.122.191.149.14404,150.129.7.132.443,79751606,85,85,0,0,31,0,31,1.756702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000404,223.122.189.73.47947,150.129.7.132.443,79751606,172,172,0,0,0,0,0,7.806945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000405,160.161.245.47.27497,130.31.254.15.443,79751606,105,0,105,0,0,6754,6754,7.918592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,-87,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000406,157.82.4.192.18412,15.207.209.203.443,79751606,22,11,11,0,1590,569,2159,0.376772,5,81,45,0,0,-51,75,45,45,0,419,880,0,0,0,0,0,-487,-31,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000407,183.78.120.219.12000,157.82.4.192.9732,79751606,829,829,0,0,52444,0,52444,8.117384,1,49,23,57,61,27,50,50,50,50,304,36,36,36,50,50,50,9,50,24,526
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000408,150.129.111.103.61185,54.120.100.70.443,79751606,22,12,10,0,8136,1682,9818,6.422932,10,0,-51,-400,0,0,1460,1252,0,-400,0,1460,1252,0,-400,0,1460,1252,0,-400,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000409,182.129.99.112.10629,150.129.5.58.443,79751606,82,82,0,0,13079,0,13079,8.084693,1,0,106,111,94,308,0,0,0,239,845,0,0,0,1061,0,74,43,111,0,106
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000410,120.84.229.1.17275,150.129.7.132.443,79751606,361,361,0,0,0,0,0,8.120227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000411,120.84.229.196.18191,150.129.7.132.443,79751606,261,261,0,0,0,0,0,8.121152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000412,120.84.234.24.7916,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.009017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000413,150.129.225.252.38988,172.25.175.44.1935,79751606,1648,1648,0,0,1892119,0,1892119,8.1098,1,352,1412,602,358,1412,258,355,1412,622,351,1412,610,349,1412,257,346,1412,611,1412,1412
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000414,120.84.234.21.2820,150.129.7.132.443,79751606,320,320,0,0,0,0,0,8.085869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000415,157.82.4.163.34624,52.51.57.28.443,79751606,9,9,0,0,4173,0,4173,7.998963,1,189,204,1229,808,0,426,436,439,442,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000416,131.105.139.70.5216,209.206.60.124.443,79751606,39,0,39,0,0,4729,4729,8.062165,1,-47,0,0,-620,-47,-69,-48,-47,-48,-47,-46,-41,-47,-46,-46,-47,-47,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000417,120.84.230.182.15835,150.129.7.132.443,79751606,177,177,0,0,0,0,0,8.099846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000418,203.172.135.235.43164,20.251.4.32.443,79751606,10,5,5,0,1909,1935,3844,0.203235,5,-51,412,1466,0,-1460,-424,0,31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000419,120.84.234.255.7489,150.129.7.132.443,79751606,255,255,0,0,0,0,0,8.05865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000420,202.96.58.35.31512,40.98.217.100.443,79751606,8,3,5,0,113,1382,1495,0.131221,4,0,0,113,0,-1336,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000421,120.84.230.145.11578,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.063325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000422,157.82.85.218.65474,52.250.78.4.443,79751606,377,377,0,0,14174,0,14174,6.495383,1,0,0,473,0,473,0,0,494,0,0,0,0,0,495,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000423,120.84.229.213.14291,150.129.7.132.443,79751606,189,189,0,0,0,0,0,8.10035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000424,157.82.185.18.44660,3.90.114.90.443,79751606,7,7,0,0,2174,0,2174,6.512914,1,0,0,0,79,2060,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000425,131.105.217.46.63476,144.189.19.228.443,79751606,538,538,0,0,265512,0,265512,8.120483,1,1833,703,0,535,535,0,0,0,492,0,661,38,0,883,1108,553,197,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000426,202.96.58.35.62526,170.82.127.75.443,79751606,97,0,97,0,0,23608,23608,8.112579,1,-318,0,-38,-49,0,-323,-291,-292,-312,-316,-303,-300,-264,-266,-240,-234,-140,-131,-130,-134
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000427,150.129.205.167.51313,42.186.152.84.10000,79751606,7,7,0,0,0,0,0,7.955559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000428,163.209.110.156.51756,104.188.202.90.443,79751606,11,0,11,0,0,753,753,6.099021,1,0,-139,-116,-112,0,0,0,-135,-139,-112,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000429,120.84.230.49.5416,150.129.7.132.443,79751606,273,273,0,0,0,0,0,8.114014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000430,120.84.230.162.13457,150.129.7.132.443,79751606,286,286,0,0,0,0,0,8.111481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000431,120.84.230.84.14359,150.129.7.132.443,79751606,331,331,0,0,0,0,0,8.111181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000432,120.84.230.233.1546,150.129.7.132.443,79751606,256,256,0,0,0,0,0,8.100009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000433,120.84.229.104.27369,150.129.7.132.443,79751606,177,177,0,0,31,0,31,3.936237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000434,120.84.230.169.14394,150.129.7.132.443,79751606,244,244,0,0,0,0,0,8.056203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000435,203.172.142.31.7534,192.109.100.201.443,79751606,114,54,60,0,21369,1643,23012,7.346943,61,-73,0,64,515,38,0,-49,64,585,0,-49,63,498,0,-74,576,0,-49,521,38
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000436,131.105.102.225.55429,151.69.112.244.443,79751606,9,0,9,0,0,0,0,8.087125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000437,160.161.229.32.49717,163.208.22.209.443,79751606,159,0,159,0,0,7516,7516,8.109137,1,-46,-57,-49,-48,0,-49,-49,-48,-45,-45,0,-86,-57,-45,0,-48,-67,-45,-67,-45
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000438,157.82.87.211.45250,52.40.108.175.443,79751606,1513,1513,0,0,300,0,300,8.03887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000439,157.82.185.172.11682,34.192.140.140.443,79751606,49,49,0,0,34038,0,34038,7.983403,1,244,1754,243,887,243,909,243,909,243,909,243,887,243,909,243,909,243,887,243,909
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000440,120.84.229.243.21225,150.129.7.132.443,79751606,237,237,0,0,0,0,0,8.082888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000441,120.84.230.37.17762,150.129.7.132.443,79751606,294,294,0,0,0,0,0,8.051024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000442,120.84.230.51.8081,150.129.7.132.443,79751606,206,206,0,0,0,0,0,8.096088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000443,223.122.189.9.46225,150.129.7.132.443,79751606,132,132,0,0,0,0,0,7.844332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000444,120.84.230.232.48425,150.129.7.132.443,79751606,241,241,0,0,0,0,0,8.021419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000445,131.105.184.103.51174,69.82.17.76.443,79751606,14,0,14,0,0,2612,2612,7.1446,1,0,0,0,-522,0,0,-523,0,-524,0,-521,0,0,-522,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000446,223.122.191.183.19116,150.129.7.132.443,79751606,83,83,0,0,0,0,0,7.862753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000447,98.62.255.199.58722,133.11.243.182.80,79751606,124,124,0,0,0,0,0,8.091518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000448,131.105.184.103.51173,69.82.17.76.443,79751606,15,0,15,0,0,2612,2612,7.130716,1,0,0,-523,0,0,0,-521,0,0,-523,0,0,-522,0,-523,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000449,120.84.229.106.26115,150.129.7.132.443,79751606,289,289,0,0,0,0,0,8.086142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000450,202.96.58.152.62361,170.82.100.94.443,79751606,30,0,30,0,0,2784,2784,8.005174,1,-125,-88,-125,-124,-49,-38,0,-88,-125,-125,-88,-124,-125,-88,-125,-124,-88,-49,0,-38
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000451,150.129.81.197.44414,163.181.134.111.443,79751606,32,16,16,0,2898,4605,7503,3.039595,17,0,0,0,517,0,-2920,-611,0,0,0,80,-311,-373,1024,-31,182,0,0,31,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000452,120.84.230.36.9240,150.129.7.132.443,79751606,329,329,0,0,0,0,0,8.065944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000453,131.105.103.122.58285,217.74.185.194.889,79751606,227,0,227,0,0,432214,432214,8.001732,1,-1460,-1460,-2920,-2920,-1460,-1460,-1460,-1460,-1460,-4380,-1460,-1460,-1460,-2920,-1460,-2920,-2920,-1460,-1460,-2920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000454,120.84.230.38.14611,150.129.7.132.443,79751606,249,249,0,0,0,0,0,8.103484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000455,130.190.157.162.50088,54.70.96.141.443,79751606,22,22,0,0,13818,0,13818,7.620059,1,4096,4096,547,0,0,0,0,87,87,87,0,921,0,87,905,0,87,921,0,87
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000456,163.209.186.110.62580,34.156.185.201.443,79751606,29,29,0,0,14281,0,14281,4.715743,1,542,500,499,502,501,722,0,847,0,0,740,0,501,501,500,500,949,944,0,1088
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000457,202.96.58.35.62540,170.82.127.75.443,79751606,96,0,96,0,0,23600,23600,8.057538,1,-38,-49,-315,0,-323,-288,-298,-319,-303,-301,-296,-88,-253,-230,-201,-134,-131,-131,-131,-88
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000458,120.84.229.20.34379,150.129.7.132.443,79751606,299,299,0,0,0,0,0,8.076526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000459,61.0.57.154.57571,203.172.131.32.443,79751606,266,116,150,0,0,228784,228784,8.112258,186,0,-1448,-1448,0,-1448,0,-1448,0,-1448,0,-1448,0,-1448,-1448,0,-1448,0,-1448,-1448,0
