source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000496,157.82.85.218.65471,52.250.78.4.443,79751606,319,319,0,0,13677,0,13677,6.472117,1,473,0,473,0,0,494,0,0,0,0,0,494,0,0,495,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000497,120.84.229.30.9440,150.129.7.132.443,79751606,255,255,0,0,0,0,0,7.740933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000498,120.84.230.95.12193,150.129.7.132.443,79751606,263,263,0,0,0,0,0,7.979257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000499,163.209.109.185.53946,182.27.16.12.443,79751606,16,16,0,0,1011,0,1011,0.462944,1,0,0,517,0,0,64,399,31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000500,120.84.230.178.11661,150.129.7.132.443,79751606,246,246,0,0,0,0,0,8.089233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000501,223.122.189.123.34829,150.129.7.132.443,79751606,31,31,0,0,31,0,31,1.579324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000502,120.84.230.232.50586,150.129.7.132.443,79751606,218,218,0,0,0,0,0,8.104105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000503,157.82.4.197.1402,182.193.74.219.443,79751606,13,0,13,0,0,9379,9379,7.238551,1,0,-1460,-1460,-291,-327,-327,-64,0,-4642,-392,-392,-24,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000504,202.96.58.151.54680,23.214.153.189.80,79751606,14,0,14,0,0,31752,31752,0.276469,1,-2740,-2740,-2740,-1370,-1370,-2740,-2740,-2740,-2740,-1370,-1370,-2740,-2740,-1612,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000505,133.20.28.233.54322,54.70.96.141.443,79751606,42,42,0,0,18494,0,18494,7.918097,1,7210,1291,87,569,569,0,0,87,633,87,537,537,87,569,0,87,537,87,87,569
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000506,157.82.4.255.12696,52.50.15.104.443,79751606,7,7,0,0,3937,0,3937,6.541899,1,0,190,1448,1448,471,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000507,120.84.229.137.17200,150.129.7.132.443,79751606,263,263,0,0,0,0,0,8.09564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000508,133.11.197.103.38706,195.137.34.193.51235,79751606,176,176,0,0,160334,0,160334,8.112795,1,212,1228,0,1228,92,1228,1228,1228,1228,1228,1228,1228,274,1228,0,1228,1228,1228,1228,1228
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000509,120.84.229.161.31187,150.129.7.132.443,79751606,270,270,0,0,0,0,0,8.064446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000510,120.84.229.102.35811,150.129.7.132.443,79751606,244,244,0,0,0,0,0,8.113074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000511,120.84.230.37.17792,150.129.7.132.443,79751606,238,238,0,0,0,0,0,8.073115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000512,120.84.234.211.10362,150.129.7.132.443,79751606,294,294,0,0,0,0,0,7.735043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000513,43.224.79.23.37342,203.172.143.17.22,79751606,19,9,10,0,252,364,616,2.282125,12,0,0,48,0,-208,0,16,0,52,0,-52,84,0,-104,52,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000514,160.161.250.53.60334,130.31.254.15.443,79751606,149,0,149,0,0,2261,2261,8.009122,1,0,0,0,0,0,0,0,0,0,0,0,0,-116,0,-256,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000515,120.84.229.57.26580,150.129.7.132.443,79751606,268,268,0,0,0,0,0,8.080071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000516,157.82.4.249.28392,54.36.67.156.443,79751606,6,6,0,0,4061,0,4061,2.400214,1,200,1199,897,0,812,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000517,157.82.4.181.25226,52.207.130.25.443,79751606,36,36,0,0,45422,0,45422,7.863485,1,1336,1336,2672,1336,1336,1336,2672,1336,2672,1336,1336,2672,1336,1336,1336,1336,1336,2672,1336,1336
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000518,103.170.70.167.8006,150.129.81.136.50584,79751606,563,323,240,0,48394,10101,58495,8.110414,281,60,-41,0,44,-41,0,-51,0,44,-41,0,44,33,0,-41,0,44,-41,0,60
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000519,133.11.197.103.42326,54.78.49.12.51235,79751606,171,171,0,0,149115,0,149115,8.111823,1,1209,1111,1228,1027,1228,0,1228,1228,1228,379,1228,1228,1228,1228,1228,685,1228,1228,1228,1228
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000520,66.142.70.117.33578,150.129.7.132.443,79751606,33,19,14,0,563,36682,37245,0.73861,9,0,209,0,-4096,-843,0,0,126,0,-290,228,-8221,-4356,-2904,-3395,0,0,0,0,-2904
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000521,120.84.234.85.17544,150.129.7.132.443,79751606,273,273,0,0,0,0,0,8.098372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000522,157.82.4.168.22592,54.36.67.156.443,79751606,7,7,0,0,995,0,995,8.012054,1,189,189,189,50,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000523,103.22.208.193.44366,157.82.219.174.22,79751606,8,0,8,0,0,540,540,0.69695,1,0,-436,0,0,-52,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000524,133.11.197.103.46334,51.96.180.139.51235,79751606,391,197,194,0,159077,174224,333301,8.111713,287,1228,-1228,-195,195,-1228,1228,-355,355,1228,-1228,1228,1228,-1213,426,-1228,1228,-1228,1228,-1228,1228
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000525,157.82.4.209.29874,52.182.230.209.443,79751606,6,6,0,0,31,0,31,5.910819,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000526,133.11.197.103.35244,59.54.123.109.51235,79751606,190,190,0,0,167594,0,167594,8.089458,1,1228,195,0,1160,964,1228,1228,1228,1228,297,1228,1228,0,1228,1228,1205,1228,1228,1228,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000527,120.85.56.157.46237,150.129.7.132.443,79751606,33,33,0,0,0,0,0,6.188142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000528,120.84.229.66.6116,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.050217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000529,202.96.58.151.56922,104.188.202.36.443,79751606,55,27,28,0,8406,32522,40928,5.404019,29,-4110,-1370,-620,-620,0,1104,0,591,0,1092,0,1028,0,-579,0,1467,0,-1656,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000530,157.82.4.195.15060,157.90.104.9.443,79751606,9,9,0,0,608,0,608,0.675188,1,0,74,415,0,31,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000531,133.221.161.170.63449,163.208.22.201.443,79751606,185,0,185,0,0,26,26,8.110021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000532,202.233.92.232.48798,20.92.65.220.443,79751606,12,7,5,0,3723,8214,11937,0.714488,5,1390,1390,943,0,0,-6950,-1264,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000533,202.96.58.35.65154,52.87.99.171.443,79751606,26,16,10,0,5983,6924,12907,1.552095,17,0,0,0,646,-99,0,712,-2896,-3434,0,0,74,1428,1428,1428,0,0,236,-103,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000534,120.84.230.136.18057,150.129.7.132.443,79751606,285,285,0,0,0,0,0,8.086333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000535,157.82.4.249.24706,52.50.15.104.443,79751606,7,7,0,0,995,0,995,7.993244,1,189,189,50,0,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000536,120.84.230.28.24751,150.129.7.132.443,79751606,284,284,0,0,0,0,0,7.965964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000537,120.84.234.233.9046,150.129.7.132.443,79751606,232,232,0,0,0,0,0,8.089928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000538,120.84.231.117.8782,150.129.7.132.443,79751606,216,216,0,0,0,0,0,8.0881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000539,157.82.4.249.45788,54.35.138.220.443,79751606,13,13,0,0,15772,0,15772,7.892623,1,2896,2896,1606,1448,95,1260,934,1448,103,1448,88,1448,102,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000540,202.96.58.35.62500,170.82.127.75.443,79751606,956,0,956,0,0,744104,744104,8.10311,1,-691,-690,0,-1025,-1062,-1002,-1001,0,-491,-1470,-98,-497,-1490,-1005,-1121,-1088,-1088,-1091,-1410,-1199
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000541,163.209.156.129.50450,170.119.160.201.443,79751606,6,6,0,0,35,0,35,0.424084,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000542,120.84.229.30.16829,150.129.7.132.443,79751606,274,274,0,0,0,0,0,8.075364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000543,120.84.234.137.6470,150.129.7.132.443,79751606,297,297,0,0,0,0,0,8.079217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000544,202.96.58.148.50583,31.242.146.60.443,79751606,24,10,14,0,0,35054,35054,0.556686,6,0,0,-1544,-2620,-2540,0,0,0,0,-4133,-4117,-4117,-4117,-1522,-2626,-4117,-3567,-34,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000545,202.96.58.148.50581,31.242.146.60.443,79751606,53,22,31,0,3671,87033,90704,7.44533,26,0,0,1871,0,-35,0,0,0,-2580,-4117,-4117,-4117,-3574,-4704,-4117,-4117,-1370,-2332,-4576,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000546,150.129.154.96.53600,52.205.155.23.443,79751606,15,8,7,0,1289,1308,2597,0.72173,9,0,0,0,541,0,0,-156,0,51,697,0,-1152,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000547,150.129.100.141.61737,122.14.253.102.44854,79751606,21,21,0,0,9973,0,9973,8.088766,1,0,0,0,0,0,0,1460,1460,2920,1213,0,1460,1460,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000548,120.84.229.66.5754,150.129.7.132.443,79751606,346,346,0,0,0,0,0,7.945788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000549,157.82.218.19.59288,54.170.244.99.443,79751606,28,28,0,0,33535,0,33535,0.848285,1,0,722,1448,1448,1448,1448,1448,1448,1448,602,0,722,1448,1448,1448,1448,1448,1448,1448,1448
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000550,120.84.229.24.23432,150.129.7.132.443,79751606,251,251,0,0,0,0,0,8.084034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000551,120.84.234.220.16785,150.129.7.132.443,79751606,314,314,0,0,0,0,0,8.080802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000552,120.84.229.167.21216,150.129.7.132.443,79751606,246,246,0,0,0,0,0,8.015019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000553,120.84.230.181.11569,150.129.7.132.443,79751606,261,261,0,0,0,0,0,8.03406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000554,120.84.229.151.18576,150.129.7.132.443,79751606,292,292,0,0,0,0,0,8.109073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000555,133.11.71.93.55632,35.173.111.113.443,79751606,12,12,0,0,1648,0,1648,5.04218,1,0,517,0,126,721,0,81,81,122,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000556,223.122.188.179.12764,150.129.7.132.443,79751606,10,10,0,0,0,0,0,0.203036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000557,223.122.191.239.15305,150.129.7.132.443,79751606,38,38,0,0,0,0,0,8.080155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000558,120.84.230.81.9075,150.129.7.132.443,79751606,265,265,0,0,0,0,0,8.1055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000559,126.199.206.176.51150,131.104.179.86.10443,79751606,189,189,0,0,8672,0,8672,7.96949,1,0,82,82,0,82,0,82,118,0,0,82,0,82,0,82,0,82,0,82,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000560,43.254.95.32.43728,202.105.20.74.22,79751606,21,9,12,0,1228,1708,2936,3.978002,16,-40,0,-1080,976,0,48,0,-484,16,0,52,0,-52,84,0,-52,52,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000561,203.172.142.31.63185,52.55.206.89.443,79751606,9,4,5,0,897,4445,5342,0.590594,4,0,833,0,-2920,-1460,-65,0,64,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000562,150.129.29.178.55970,162.109.131.23.443,79751606,18,9,9,0,774,0,774,7.775866,18,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000563,120.84.229.24.21673,150.129.7.132.443,79751606,307,307,0,0,0,0,0,8.052974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000564,157.82.4.192.52498,15.207.209.203.443,79751606,8,3,5,0,31,616,647,0.252729,3,0,-585,-31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000565,120.84.234.72.1851,150.129.7.132.443,79751606,308,308,0,0,0,0,0,8.100158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000566,202.96.58.153.52033,13.139.1.83.443,79751606,8,3,5,0,74,7082,7156,0.09807,4,0,-6561,0,74,0,-459,-62,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000567,223.122.189.157.58401,150.129.7.132.443,79751606,13,13,0,0,31,0,31,0.490038,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000568,133.11.233.76.55330,54.165.113.104.443,79751606,50,50,0,0,57920,0,57920,1.20233,1,733,0,852,118,0,0,0,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000569,150.129.81.63.55495,164.36.208.254.443,79751606,22,12,10,0,5750,1005,6755,8.068759,17,0,0,280,2228,-42,0,0,-267,0,-38,0,0,0,2372,870,0,-55,0,-259,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000570,120.84.229.55.35258,150.129.7.132.443,79751606,279,279,0,0,0,0,0,8.10583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000571,60.226.186.223.61550,131.105.251.20.443,79751606,8,8,0,0,31,0,31,2.781586,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000572,120.84.229.117.28250,150.129.7.132.443,79751606,233,233,0,0,0,0,0,8.087616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000573,120.84.230.69.38714,150.129.7.132.443,79751606,295,295,0,0,0,0,0,8.107545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000574,133.20.157.174.65426,38.84.121.80.80,79751606,33,33,0,0,3987,0,3987,7.639896,1,0,239,0,233,0,236,0,231,0,233,0,235,0,227,0,227,0,236,0,239
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000575,133.11.194.198.62944,103.235.46.79.443,79751606,679,0,679,0,0,0,0,8.103779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000576,203.172.135.235.27645,20.251.4.32.443,79751606,10,5,5,0,1909,1935,3844,0.22207,5,-51,412,1466,0,-1460,-424,0,31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000577,150.129.22.199.52269,18.210.146.72.443,79751606,12,5,7,0,1971,1647,3618,0.367832,6,0,0,314,0,-147,1460,197,0,0,-1460,-40,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000578,202.96.58.35.24042,204.112.66.53.443,79751606,47,19,28,0,7130,67764,74894,0.283685,10,1440,1440,2880,0,1346,0,0,0,-8760,-2920,-3615,-462,-753,-1460,-1935,-1460,-1460,-1206,-2920,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000579,60.110.152.224.57470,131.104.16.200.443,79751606,26,26,0,0,4800,0,4800,0.904954,1,0,703,0,0,707,0,0,0,704,0,707,0,0,0,704,0,0,0,705,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000580,120.84.229.163.20625,150.129.7.132.443,79751606,320,320,0,0,0,0,0,8.104984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000581,120.84.229.30.13164,150.129.7.132.443,79751606,275,275,0,0,0,0,0,8.102317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000582,157.82.4.178.17864,52.207.130.25.443,79751606,9,9,0,0,3764,0,3764,7.98286,1,189,50,0,189,1448,1448,62,189,189,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000583,185.0.67.70.43680,203.172.143.195.3389,79751606,7,4,3,0,104,31,135,1.511945,4,0,-31,66,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000584,157.82.4.180.46824,54.36.105.90.443,79751606,16,16,0,0,7518,0,7518,4.488132,1,169,152,0,75,295,0,598,564,427,100,557,1336,1336,1192,0,717,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000585,157.82.4.251.22462,54.35.138.220.443,79751606,8,8,0,0,2486,0,2486,7.999497,1,486,486,50,0,486,0,493,485,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000586,157.82.64.203.60453,3.197.216.58.443,79751606,108,108,0,0,2449,0,2449,6.679186,1,62,0,0,0,0,0,0,53,51,64,0,54,0,0,64,0,0,55,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000587,220.194.238.131.37143,150.129.31.22.993,79751606,10,0,10,0,0,1736,1736,1.086804,1,0,-253,0,-618,0,-865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000588,185.94.87.95.2120,150.129.4.46.443,79751606,14,14,0,0,451,0,451,0.502523,1,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000589,163.209.187.160.61131,182.27.18.243.443,79751606,19,19,0,0,7355,0,7355,0.21102,1,2378,694,1354,2457,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000590,120.84.229.171.16089,150.129.7.132.443,79751606,269,269,0,0,0,0,0,8.078907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000591,43.230.238.138.60664,203.172.143.99.15243,79751606,16,9,7,0,252,636,888,0.633531,11,0,48,0,-532,0,16,0,52,0,-52,84,-52,52,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000592,223.122.191.148.13723,150.129.7.132.443,79751606,89,89,0,0,0,0,0,6.172149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000593,106.150.177.246.18712,202.243.228.165.53,79751606,6,6,0,0,64,0,64,0.114347,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000594,120.84.229.102.35739,150.129.7.132.443,79751606,276,276,0,0,0,0,0,8.081923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000595,120.84.229.102.35788,150.129.7.132.443,79751606,232,232,0,0,0,0,0,8.051732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000596,157.82.4.252.22974,54.36.67.156.443,79751606,6,6,0,0,802,0,802,7.046242,1,50,0,188,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000597,157.82.4.197.53172,3.90.114.5.443,79751606,13,13,0,0,7143,0,7143,0.773814,1,0,0,517,0,0,126,0,273,38,2896,3293,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000598,111.62.26.132.58058,203.172.131.32.443,79751606,42,20,22,0,1418,37315,38733,1.542682,21,0,552,0,-1448,-2581,0,-1133,0,93,-51,773,-1448,-4344,-1448,-2896,0,0,0,-1448,-1448
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000599,160.161.125.178.54865,163.208.22.161.443,79751606,15,0,15,0,0,908,908,7.34265,1,-52,-52,0,-150,-86,0,0,-170,0,0,-150,-86,0,0,-162,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000600,120.84.234.98.9645,150.129.7.132.443,79751606,278,278,0,0,0,0,0,8.093003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000601,133.221.161.170.58500,163.208.22.242.443,79751606,198,0,198,0,0,88,88,8.089922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000602,223.122.189.8.46485,150.129.7.132.443,79751606,52,52,0,0,0,0,0,4.493535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000603,157.82.4.205.17234,103.235.46.79.443,79751606,875,0,875,0,0,3100083,3100083,7.792114,1,-319,-1460,-1988,-8760,-1460,-2920,-5840,-5840,-4380,-4380,-2920,-4380,-2920,-1460,-4380,-2920,-2920,-1460,-2920,-2920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000604,39.189.212.237.49586,133.3.190.133.2121,79751606,7,4,3,0,0,0,0,5.399916,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000605,120.84.229.232.32592,150.129.7.132.443,79751606,661,661,0,0,182,0,182,7.956896,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000606,203.172.135.232.10796,52.140.20.135.443,79751606,395,284,111,0,300471,43182,343653,8.091779,115,-1465,1440,1440,1440,1440,1440,1771,0,0,110,0,-107,0,0,1440,1440,1440,1440,1440,1771
